214;150;130;86;CASTELL OTTIERI;x;
215;147;120;62;CHIUSI;x;
216;171;152;110;PIENZA;x;
217;181;166;135;MONTALCINO;x;
218;148;117;50;PAGANICO;x;
219;183;173;150;MASSA MARITTIMA;x;
220;167;153;123;MONTIERI;x;
221;97;18;18;CASTIGLIONE;x;
222;104;67;23;SCARLINO;x;
223;85;52;14;PIOMBINO;x;
224;95;75;19;SASSETTA;x;
225;136;107;73;CAMPIGLIA;x;
226;123;97;66;LIVORNO;x;
227;53;169;34;MONTEPULCIANO;x;
228;70;195;49;CORTONA;x;
229;44;143;27;LUCIGNANO;x;
230;56;166;38;LATERINA;x;
231;63;189;42;ELCI;x;
232;59;171;41;BORGO SANSEPOLCRO;x;
233;41;135;26;CHITIGNANO;x;
234;68;203;45;BIBBIENA;x;
235;135;25;25;BAGNO;x;
236;229;56;56;MODIGLIANA;x;
237;145;31;31;MARRADI;x;
238;219;63;63;FIRENZUOLA;x;
239;128;25;25;BORGO SAN LORENZO;x;
240;83;13;13;MANGONA;x;
241;133;29;29;VERNIO;x;
242;246;70;70;PRATO;x;
243;255;120;120;PISTOIA;x;
244;160;35;35;CUTIGLIANO;x;
245;224;62;62;VALDINIEVOLE;x;
246;154;44;44;VALDARNO;x;
247;243;59;59;PONTEDERA;x;
248;219;86;86;VOLTERRA;x;
249;255;39;39;COLLE;x;
250;99;18;18;SAN GIMIGNANO;x;
251;142;32;32;SAN MINIATO;x;
252;109;23;23;CASTELLINA;x;
253;229;97;97;SANTA CROCE;x;
254;125;222;109;VIAREGGIO;x;
255;81;196;62;PIETRASANTA;x;
256;76;188;58;CORSENA;x;
257;69;18;121;GARFAGNANA;x;
258;146;111;183;FIVIZZANO;x;
259;88;31;90;FOSDINOVO;x;
260;93;32;95;MASSA;x;
261;69;7;71;CARRARA;x;
262;107;36;179;SARZANA;x;
263;165;46;192;RATIBOR;x;
264;37;48;255;BRESLAU;x;
265;165;50;0;MORAVIA;x;
266;38;52;64;BOHEMIA;x;
267;166;54;128;PLSEN;x;
268;127;46;210;TRESANA;x;
269;148;60;239;BAGNONE;x;
270;45;7;83;VILLAFRANCA;x;
271;119;84;155;CALICE;x;
272;113;42;186;BRUGNATO;x;
273;59;0;119;MULAZZO;x;
274;169;90;251;PONTREMOLI;x;
275;25;82;16;CULAGNA;x;
276;45;114;33;CANOSSA;x;
277;34;99;23;REGGIO;x;
278;48;135;34;FRIGNANO;x;
279;62;162;45;VIGNOLA;x;
280;28;90;18;NONANTOLA;x;
281;162;22;81;MIRANDOLA;x;
282;123;18;62;CARPI;x;
283;155;31;84;CORREGGIO;x;
284;234;54;130;NOVELLARA;x;
285;177;37;97;GUASTALLA;x;
286;106;13;53;SABBIONETA;x;
287;200;29;101;GONZAGA;x;
288;188;21;92;CASTELLARO;x;
289;251;80;152;GOITO;x;
290;63;137;172;PESCHIERA;x;
291;40;101;130;MALCESINE;x;
292;75;147;181;VALPOLICELLA;x;
293;34;90;116;MONTAGNA;x;
294;100;172;205;ZEVIO;x;
295;48;113;143;LEGNAGO;x;
296;30;98;130;ESTE;x;
297;137;196;224;POLESINE;x;
298;103;166;196;ROVIGO;x;
299;120;191;224;LONIGO;x;
300;61;128;159;VICENZA;x;
301;177;226;249;ARZIGNANO;x;
302;69;143;177;SCHIO;x;
303;206;158;243;ASIAGO;x;
304;119;187;219;BASSANO;x;
305;24;91;123;CITTADELLA;x;
306;172;221;244;MIRANO;x;
307;175;220;241;FELTRE;x;
308;60;134;169;BELLUNO;x;
309;27;92;123;ZOLDO;x;
310;45;115;148;MESTRE;x;
311;65;138;172;ASOLO;x;
312;27;93;123;ZOSAGNA;x;
313;30;99;131;CENEDA;x;
314;184;228;249;CONEGLIANO;x;
315;55;127;160;ODERZO;x;
316;27;76;99;LATISANA;x;
317;108;163;188;PORTOGRUARO;x;
318;78;148;181;SACILE;x;
319;193;231;248;PORDENONE;x;
320;26;89;118;SAN VITO;x;
321;22;73;97;AVIANO;x;
322;102;181;113;AQUILEIA;x;
323;56;133;169;MONFALCONE;x;
324;134;188;213;CODROIPO;x;
325;193;230;248;CIVIDALE;x;
326;32;101;133;GEMONA;x;
327;74;149;184;MOGGIO;x;
328;157;219;248;TOLMEZZO;x;
329;77;155;191;CARNIA;x;
330;32;100;131;FORNI;x;
331;17;58;77;COMELICO;x;
332;123;187;217;CADORE;x;
333;36;107;140;AMPEZZO;x;
334;56;89;231;GRADO;x;
335;82;113;246;CAORLE;x;
336;86;118;255;CHIOGGIA;x;
337;68;101;244;CAVARZERE;x;
338;45;79;222;GAMBARERE;x;
339;133;188;213;SAVORGNANO;x;
340;152;150;92;TARVISIO;x;
341;50;128;164;TOLMIN;x;
342;81;157;193;IDRIJA;x;
343;74;152;85;AJDOVSCINA;x;
344;71;181;87;DUINO;x;
345;58;128;68;DIVACA;x;
346;35;103;135;BUZET;x;
347;83;158;193;KOPER;x;
348;56;134;171;MIRNA;x;
349;38;101;131;POREC;x;
350;82;157;191;ROVINJ;x;
351;38;108;140;LABIN;x;
352;134;88;191;BARBAN;x;
353;188;146;241;PAZIN;x;
354;164;118;220;LUPOGLAV;x;
355;140;96;195;OPATIJA;x;
356;16;73;99;LONATO;x;
357;54;132;169;ASOLA;x;
358;13;67;92;BAGNOLO;x;
359;33;86;111;ORZINUOVI;x;
360;160;214;239;ISEO;x;
361;56;133;171;TROMPIA;x;
362;155;207;232;SALO;x;
363;34;89;116;CIVIDATE;x;
364;161;211;234;CAMONICA;x;
365;34;91;116;EDOLO;x;
366;42;120;157;MARTINENGO;x;
367;62;162;208;LOVERE;x;
368;62;145;184;SCALVE;x;
369;19;80;109;BREMBANA;x;
370;30;87;114;CREMA;x;
371;232;166;166;LODRONE;x;
372;195;112;112;RIVA;x;
373;189;76;76;TORBOLE;x;
374;177;85;85;ROVERETO;x;
375;244;189;189;ALA;x;
376;213;92;92;ARCO;x;
377;205;131;131;LEDRO;x;
378;215;143;143;GIUDICARIE;x;
379;237;174;174;SOLE;x;
380;195;117;117;NON;x;
381;208;87;87;LAVIS;x;
382;222;155;155;VALSUGANA;x;
383;207;132;132;FIEMME;x;
384;237;84;84;TESINO;x;
385;249;100;100;PRIMIERO;x;
386;181;92;92;FASSA;x;
387;171;83;83;FODOM;x;
388;196;69;25;BOZEN;x;
389;251;170;15;LA SPEZIA;x;
390;239;198;119;LEVANTO;x;
391;239;188;89;LAVAGNA;x;
392;255;171;10;RAPALLO;x;
393;237;166;30;ARENZANO;x;
394;248;185;64;VARAZZE;x;
395;237;165;25;SAVONA;x;
396;184;153;28;NOLI;x;
397;251;243;25;FINALE;x;
398;243;236;40;LOANO;x;
399;224;156;25;ALASSIO;x;
400;248;240;31;ONEGLIA;x;
401;248;181;53;SANREMO;x;
402;207;143;20;BADALUCCO;x;
403;244;236;11;DOLCEACQUA;x;
404;220;157;36;VENTIMIGLIA;x;
405;203;130;202;TENDA;x;
406;239;183;238;SOSPELLO;x;
407;244;82;242;MONACO;x;
408;220;154;219;LANTOSCA;x;
409;239;191;238;ROCCASTERONE;x;
410;207;135;206;POGGETTO;x;
411;246;188;245;SANTO STEFANO;x;
412;213;146;212;BARCELLONETTA;x;
413;224;218;43;MARO;x;
414;243;238;105;ZUCCARELLO;x;
415;184;76;203;ORMEA;x;
416;212;103;232;CEVA;x;
417;248;245;176;CARRETTO;x;
418;70;128;27;CAIRO;x;
419;239;234;100;SPIGNO;x;
420;244;236;14;SASSELLO;x;
421;76;138;30;CAMPO;x;
422;93;157;46;CREMOLINO;x;
423;125;198;72;OVADA;x;
424;208;143;20;NOVI;x;
425;79;147;28;ACQUI;x;
426;69;138;19;PONZONE;x;
427;69;131;24;ALBA;x;
428;43;80;16;INCISA;x;
429;63;116;25;MOMBERCELLI;x;
430;124;244;35;CANELLI;x;
431;60;109;24;BAROLO;x;
432;192;244;154;ASTI;x;
433;169;231;124;CANALE;x;
434;86;155;35;OCCIMIANO;x;
435;67;130;21;CHIVASSO;x;
436;51;92;20;COCCONATO;x;
437;237;193;41;VALPERGA;x;
438;138;211;222;PAESANA;x;
439;155;230;241;DRONERO;x;
440;237;175;236;ARGENTERA;x;
441;210;138;209;CENTALLO;x;
442;241;182;240;BORGO SAN DALMAZZO;x;
443;222;163;221;LIMONE;x;
444;201;132;200;MONDOVI;x;
445;231;170;230;CLAVESANA;x;
446;220;156;219;FOSSANO;x;
447;237;177;236;SAVIGLIANO;x;
448;102;186;198;CHERASCO;x;
449;111;195;208;CARMAGNOLA;x;
450;224;165;223;POIRINO;x;
451;239;185;238;CHIERI;x;
452;167;109;166;PELLICE;x;
453;244;195;243;PINEROLO;x;
454;203;139;202;CAVOUR;x;
455;189;125;188;MONCALIERI;x;
456;217;156;216;GIAVENO;x;
457;203;143;202;SUSA;x;
458;220;164;219;SETTIMO TORINESE;x;
459;184;116;183;CIRIACESE;x;
460;234;179;233;LANZO;x;
461;244;201;243;CANAVESE;x;
462;229;175;228;IVREA;x;
463;213;155;212;BIELLA;x;
464;246;198;245;SANTHIA;x;
465;208;153;207;VERCELLI;x;
466;225;169;224;BALOCCO;x;
467;210;54;117;MESSERANO;x;
468;176;72;114;BARD;x;
469;217;94;143;SAN VINCENZO;x;
470;205;84;133;FENIS;x;
471;181;75;117;AOSTA;x;
472;207;92;138;CORMAGGIORE;x;
473;126;224;110;VARZI;x;
474;106;198;91;BUSALLA;x;
475;55;126;43;CROCE;x;
476;118;213;102;TORRIGLIA;x;
477;63;136;51;PREGOLA;x;
478;83;171;68;AVETO;x;
479;123;217;108;BOBBIO;x;
480;115;208;100;VARESE;x;
481;78;164;64;TARO;x;
482;193;43;114;BARDI;x;
483;234;55;130;ROLO;x;
484;227;70;137;GAZOLDO;x;
485;60;135;48;ROSSENA;x;
486;182;135;188;BRESCELLO;x;
487;163;95;171;SORAGNA;x;
488;87;48;92;LANGHIRANO;x;
489;146;109;150;TIZZANO;x;
490;178;131;184;BERCETO;x;
491;124;75;130;VARANO;x;
492;200;161;205;BORGO SAN DONNINO;x;
493;165;117;171;FIORENZUOLA;x;
494;89;46;94;LUGAGNANO;x;
495;218;183;222;PIACENZA;x;
496;178;130;184;RIVERGARO;x;
497;213;55;129;FARINI;x;
498;142;101;147;ROTTOFRENO;x;
499;154;109;159;ALESSANDRIA;x;
500;175;125;181;VALENZA;x;
501;136;83;142;TORTONA;x;
502;89;47;94;MOMPERONE;x;
503;177;128;183;VOGHERA;x;
504;115;62;121;BRONI;x;
505;187;140;193;GARLASCO;x;
506;89;48;94;LOMELLO;x;
507;147;105;152;MORTARA;x;
508;80;39;85;VIGEVANO;x;
509;105;57;111;SOSPIRO;x;
510;220;186;224;CASALMAGGIORE;x;
511;87;46;92;CODOGNO;x;
512;183;134;189;LODI;x;
513;116;69;121;SONCINO;x;
514;85;42;90;TREVIGLIO;x;
515;119;64;126;TREZZO;x;
516;166;119;172;MONZA;x;
517;90;48;95;RHO;x;
518;112;58;118;ROSATE;x;
519;71;34;75;LEGNANO;x;
520;165;115;171;SEPRIO;x;
521;121;76;126;LUINO;x;
522;136;87;142;MACCAGNO;x;
523;114;59;121;CANTU;x;
524;94;50;99;OGGIONO;x;
525;123;68;130;LECCO;x;
526;100;54;106;VALSOLDA;x;
527;117;70;123;BORMIO;x;
528;139;90;145;TIRANO;x;
529;122;71;128;SONDRIO;x;
530;139;91;145;MORBEGNO;x;
531;80;41;85;CHIAVENNA;x;
532;171;125;177;DOMASO;x;
533;166;118;172;BIANDRATE;x;
534;114;60;121;ARONA;x;
535;129;80;135;ROMAGNANO;x;
536;152;111;157;ORTA;x;
537;168;117;174;VARALLO;x;
538;129;81;135;OMEGNA;x;
539;182;131;188;PALLANZA;x;
540;161;111;167;VIGEZZO;x;
541;106;57;112;ANTIGORIO;x;
542;94;49;99;OSSOLA;x;
543;135;93;65;MESOLCINA;x;
544;116;78;53;BELLINZONA;x;
545;154;112;84;BIASCA;x;
546;145;103;75;BLENIO;x;
547;109;74;51;LEVENTINA;x;
548;150;108;81;MENDRISIO;x;
549;162;118;88;LUGANO;x;
550;140;97;69;SONOGNO;x;
551;159;115;85;LOCARNO;x;
552;126;86;59;VALLEMAGGIA;x;
553;157;63;7;INNICHEN;x;
554;227;104;61;TOBLACH;x;
555;138;59;12;BRUNECK;x;
556;241;137;101;UTTENHEIM;x;
557;229;99;53;TAUFERS;x;
558;220;97;53;ABTEI;x;
559;203;83;41;NATZ;x;
560;154;64;10;BRIXEN;x;
561;210;86;43;STERZING;x;
562;143;50;18;SANKT ULRICH;x;
563;227;96;50;MAULTASCH;x;
564;169;57;19;TIROL;x;
565;212;84;39;SCHLANDERS;x;
566;186;72;32;VINSCHGAU;x;
567;166;65;29;TARASP;x;
568;94;251;227;REMUS;x;
569;43;193;170;TASNA;x;
570;84;249;224;MUSTAIR;x;
571;55;220;195;ENGADIN;x;
572;44;184;163;BERGELL;x;
573;84;248;224;POSCHIAVO;x;
574;96;251;227;BERGUN;x;
575;54;217;192;HALBSTEIN;x;
576;106;251;229;FURSTENAU;x;
577;21;124;91;DAVOS;x;
578;30;150;112;LANGWIES;x;
579;28;162;119;KLOSTERS;x;
580;19;114;84;SCHIERS;x;
581;29;167;123;MAIENFELD;x;
582;20;107;79;HALDENSTEIN;x;
583;18;104;77;SPLUGEN;x;
584;20;117;87;THUSIS;x;
585;16;95;70;RHAZUNS;x;
586;34;150;113;JORGENBERG;x;
587;20;118;87;DISENTIS;x;
588;75;46;27;VADUZ;x;
589;84;141;205;BLUDENZ;x;
590;117;172;234;SONNENBERG;x;
591;30;82;140;BLUMENEGG;x;
592;44;102;166;FELDKIRCH;x;
593;32;80;133;HOHENEMS;x;
594;149;194;246;BREGENZERWALD;x;
595;82;136;198;DORNBIRN;x;
596;54;112;177;HOHENEGG;x;
597;136;87;55;RHEINTAL;x;
598;104;65;39;HOHENSAX;x;
599;133;83;50;WERDENBERG;x;
600;99;63;39;SARGANS;x;
601;112;73;47;PFAFERS;x;
602;78;48;28;APPENZELL;x;
603;65;40;23;HERISAU;x;
604;138;73;30;STARKENSTEIN;x;
605;169;116;81;TOGGENBURG;x;
606;124;70;34;RORSCHACH;x;
607;83;52;31;WINDEGG;x;
608;128;82;52;UZNACH;x;
609;140;90;57;GLARUS;x;
610;188;130;92;LINTHAL;x;
611;167;104;62;ARBON;x;
612;71;44;26;KREUZLINGEN;x;
613;162;100;59;FRAUENFELD;x;
614;145;78;34;TANNEGG;x;
615;207;143;101;STEIN AM RHEIN;x;
616;68;39;19;SCHAFFHAUSEN;x;
617;196;143;107;SIBLINGEN;x;
618;152;84;38;SEUZACH;x;
619;71;41;21;WINTERTHUR;x;
620;97;59;34;KYBURG;x;
621;174;124;91;GREIFENSEE;x;
622;61;36;20;GRUNINGEN;x;
623;104;66;39;RAPPERSWIL;x;
624;123;80;52;NEUAMT;x;
625;92;56;32;BADEN IM AARGAU;x;
626;130;87;59;FREIE AMTER;x;
627;133;69;26;HORGEN;x;
628;82;51;31;WADENSWIL;x;
629;143;97;67;HOFE;x;
630;123;78;48;EINSIEDELN;x;
631;58;34;18;MARCH;x;
632;53;31;16;ZUG;x;
633;140;95;65;KUSSNACHT;x;
634;70;42;24;GERSAU;x;
635;116;74;46;URI;x;
636;90;53;28;URSEREN;x;
637;201;147;111;NIDWALDEN;x;
638;83;49;27;OBWALDEN;x;
639;66;40;23;ENGELBERG;x;
640;63;38;21;LENZBURG;x;
641;136;94;67;WILLISAU;x;
642;53;32;18;ENTLEBUCH;x;
643;95;59;35;SURSEE;x;
644;169;121;89;HOCHDORF;x;
645;229;173;136;LUZERN;x;
646;41;25;14;OSSINGEN;x;
647;198;146;112;HABSBURG;x;
648;171;111;70;BRUGG;x;
649;142;89;53;FRICKGAU;x;
650;171;114;46;BUCHSGAU;x;
651;99;67;30;SOLOTHURN;x;
652;128;90;46;BUCHEGG;x;
653;88;125;208;THIERSTEIN;x;
654;49;82;155;SISGAU;x;
655;219;227;246;BASEL;x;
656;180;200;246;SAUGERN;x;
657;94;123;189;AJOIE;x;
658;47;78;148;SAINT-URSANNE;x;
659;205;217;246;MOUTIER-GRANDVAL;x;
660;109;139;208;BELLELAY;x;
661;140;168;232;BIENNE;x;
662;87;61;40;DIESSE;x;
663;205;216;246;VALANGIN;x;
664;177;198;244;NEUCHATEL;x;
665;102;132;198;GORGIER;x;
666;128;157;222;GRANDSON;x;
667;208;141;97;BURGDORF;x;
668;241;192;159;LAUPEN;x;
669;107;77;52;ERLACH;x;
670;44;27;15;BELP;x;
671;220;175;145;TRACHSELWALD;x;
672;200;134;90;THUN;x;
673;152;114;89;INTERLAKEN;x;
674;189;137;103;HASLITAL;x;
675;80;46;24;FRUTIGEN;x;
676;179;141;115;SPIEZ;x;
677;51;31;17;SIMMENTAL;x;
678;68;47;30;GRASBURG;x;
679;135;79;33;PLAFFEIEN;x;
680;102;76;54;SAANEN;x;
681;174;116;70;GRUYERE;x;
682;56;39;25;AIGLE;x;
683;82;57;37;VEVEY;x;
684;145;89;43;MURTEN;x;
685;107;80;38;AVENCHES;x;
686;176;137;111;ROMONT;x;
687;63;43;26;ESTAVAYER;x;
688;203;140;89;MOUDON;x;
689;99;75;37;YVERDON;x;
690;71;48;27;ECHALLENS;x;
691;148;92;46;LAUSANNE;x;
692;136;85;43;ROMAINMOTIER;x;
693;135;102;51;AUBONNE;x;
694;195;133;83;NYON;x;
695;112;136;239;MEYRIN;x;
696;176;80;70;GOMS;x;
697;219;102;90;RARON;x;
698;154;64;55;BRIG;x;
699;130;50;41;VISP;x;
700;171;76;66;LEUK;x;
701;203;93;82;SIERRE;x;
702;136;54;45;CONTHEY;x;
703;126;42;34;MARTIGNY;x;
704;196;76;64;SAINT-MAURICE;x;
705;150;57;48;MONTHEY;x;
706;224;152;199;CHABLAIS;x;
707;203;131;178;THONON;x;
708;225;157;202;TERNIER;x;
709;205;135;181;GEX;x;
710;241;102;145;SAINT-CLAUDE;x;
711;248;31;97;FOUGEROLLES;x;
712;205;59;103;GRANDVAUX;x;
713;212;57;105;FAUCOGNEY;x;
714;155;29;67;ORGELET;x;
715;231;32;93;CLAIRVAUX;x;
716;222;89;130;BLETTERANS;x;
717;234;62;115;LONS-LE-SAUNIER;x;
718;135;22;57;POLIGNY;x;
719;143;44;74;LUXEUIL;x;
720;215;62;108;ARBOIS;x;
721;224;88;129;NOZEROY;x;
722;244;26;93;MOUTHE;x;
723;246;132;167;PONTARLIER;x;
724;212;55;105;FRASNE;x;
725;150;26;64;QUINGEY;x;
726;248;21;91;LONGWY;x;
727;179;60;97;LURE;x;
728;188;45;89;VITREUX;x;
729;244;110;151;DOLE;x;
730;239;26;91;GRAY;x;
731;251;130;167;CHAMPLITTE;x;
732;143;26;61;GYSSOIS;x;
733;236;105;145;CHATILLON-LE-DUC;x;
734;251;139;173;SAONE;x;
735;212;31;86;ORNANS;x;
736;186;41;85;VALDAHON;x;
737;217;36;91;MONTBELIARD;x;
738;136;24;58;BAUME;x;
739;154;47;80;SANCEY;x;
740;243;132;166;MONTJOIE;x;
741;246;76;128;HERICOURT;x;
742;213;62;108;CROMARY;x;
743;229;97;137;MONTBOZON;x;
744;179;40;83;MONJUSTIN;x;
745;111;17;46;SURSEANCE TERRES;x;
746;234;50;106;RIOLAIS;x;
747;248;121;160;VESOUL;x;
748;181;40;83;JUSSEY;x;
749;231;171;211;BAGE;x;
750;222;133;192;MONTREVEL;x;
751;196;135;175;COLIGNY;x;
752;237;183;219;VARAMBON;x;
753;227;159;204;VILLARS;x;
754;220;129;189;VALBONNE;x;
755;207;144;186;LAGNIEU;x;
756;234;177;215;SAINT-RAMBERT;x;
757;227;160;204;VAREY;x;
758;225;135;194;THOIRE;x;
759;231;172;211;NANTUA;x;
760;232;145;202;LEAZ;x;
761;249;145;214;VALROMEY;x;
762;227;161;204;BUGEY;x;
763;220;137;192;BELLEY;x;
764;244;185;224;AIX;x;
765;220;127;188;MONTMELIAN;x;
766;237;202;225;CHARBONNIERES;x;
767;229;140;199;MAURIENNE;x;
768;229;163;206;AMOUDANE;x;
